SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
723GS2039, GS, 01-Feb-2026, 103.85, 103.85, 103.85, 103.85, 103.85, 103.85, 103.85, 25, 0.03, 1, 25, 100.00
724GS2055, GS, 01-Feb-2026, 101.75, 101.51, 101.98, 101.25, 101.50, 101.45, 101.49, 4109, 4.17, 23, 3493, 85.01
725GS2063, GS, 01-Feb-2026, 99.39, 99.00, 99.35, 98.80, 99.25, 99.06, 99.00, 106257, 105.19, 184, 104756, 98.59
726GS2032, GS, 01-Feb-2026, 106.27, 106.45, 106.45, 105.60, 105.60, 105.60, 106.06, 1999, 2.12, 4, 1999, 100.00
726GS2033, GS, 01-Feb-2026, 106.22, 105.15, 105.15, 105.15, 105.15, 105.15, 105.15, 1000, 1.05, 1, 1000, 100.00
732GS2030, GS, 01-Feb-2026, 104.12, 104.12, 104.12, 103.61, 103.70, 103.70, 103.72, 2100, 2.18, 3, 2100, 100.00
733GS2026, GS, 01-Feb-2026, 102.47, 102.26, 102.26, 102.26, 102.26, 102.26, 102.26, 1100, 1.12, 3, 1100, 100.00
734GS2064, GS, 01-Feb-2026, 100.83, 100.65, 100.65, 100.50, 100.50, 100.50, 100.63, 3613, 3.64, 6, 3613, 100.00
736GS2052, GS, 01-Feb-2026, 103.90, 103.90, 103.90, 103.90, 103.90, 103.90, 103.90, 274, 0.28, 1, 274, 100.00
737GS2028, GS, 01-Feb-2026, 104.35, 104.10, 104.35, 104.10, 104.35, 104.35, 104.10, 5100, 5.31, 3, 5100, 100.00
738GS2027, GS, 01-Feb-2026, 102.80, 102.55, 102.65, 102.25, 102.48, 102.49, 102.50, 78876, 80.85, 38, 75876, 96.20
73GS2053, GS, 01-Feb-2026, 99.41, 99.50, 99.96, 99.00, 99.80, 99.80, 99.38, 69926, 69.49, 24, 52400, 74.94
741GS2036, GS, 01-Feb-2026, 104.60, 105.20, 105.20, 103.25, 103.70, 103.75, 103.63, 48851, 50.62, 16, 48850, 100.00
743GS2076, GS, 01-Feb-2026, 101.00, 101.99, 101.99, 101.25, 101.66, 101.66, 101.65, 5552, 5.64, 17, 5551, 99.98
746GS2073, GS, 01-Feb-2026, 102.11, 102.00, 103.00, 102.00, 102.00, 102.02, 102.40, 40964, 41.95, 59, 40714, 99.39
74GS2062, GS, 01-Feb-2026, 102.00, 102.50, 102.50, 102.50, 102.50, 102.50, 102.50, 58, 0.06, 5, 58, 100.00
754GS2036, GS, 01-Feb-2026, 106.17, 106.05, 106.24, 106.05, 106.12, 106.13, 106.13, 243483, 258.42, 113, 219181, 90.02
75GS2034, GS, 01-Feb-2026, 108.50, 105.88, 105.88, 105.88, 105.88, 105.88, 105.88, 439, 0.46, 1, 439, 100.00
762GS2039, GS, 01-Feb-2026, 105.05, 107.40, 107.40, 105.00, 107.40, 107.40, 106.67, 1280, 1.37, 4, 890, 69.53
772GS2055, GS, 01-Feb-2026, 109.90, 104.42, 105.85, 104.41, 105.00, 105.00, 105.10, 2000, 2.10, 6, 1400, 70.00
813GS2045, GS, 01-Feb-2026, 113.50, 113.50, 113.50, 113.50, 113.50, 113.50, 113.50, 1, 0.00, 1, 1, 100.00
824GS2027, GS, 01-Feb-2026, 106.00, 104.82, 106.18, 104.82, 106.08, 106.08, 104.82, 2915, 3.06, 4, 2915, 100.00
828GS2027, GS, 01-Feb-2026, 143.69, 150.85, 150.85, 150.00, 150.00, 150.00, 150.43, 2, 0.00, 2, 2, 100.00
833GS2026, GS, 01-Feb-2026, 101.30, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 60, 0.06, 3, 30, 50.00
897GS2030, GS, 01-Feb-2026, 113.20, 113.20, 113.20, 113.20, 113.20, 113.20, 113.20, 10, 0.01, 1, 10, 100.00
92GS2030, GS, 01-Feb-2026, 115.25, 121.01, 121.01, 114.50, 116.95, 116.95, 118.00, 17121, 20.20, 8, 17116, 99.97
A2ZINFRA, EQ, 01-Feb-2026, 14.13, 14.13, 14.79, 13.57, 13.95, 13.95, 14.09, 194979, 27.46, 705, 112062, 57.47
AAATECH, BE, 01-Feb-2026, 100.50, 100.50, 103.97, 98.09, 103.00, 101.79, 101.44, 9788, 9.93, 154, -, -
AADHARHFC, EQ, 01-Feb-2026, 491.30, 491.50, 493.00, 472.00, 476.00, 480.95, 480.02, 463545, 2225.10, 10861, 261424, 56.40
AAKAAR, SM, 01-Feb-2026, 53.35, 53.35, 53.35, 53.35, 53.35, 53.35, 53.35, 1600, 0.85, 1, 1600, 100.00
AAKASH, EQ, 01-Feb-2026, 7.81, 8.48, 8.48, 7.82, 7.86, 7.90, 8.02, 105502, 8.46, 582, 68529, 64.96
AAREYDRUGS, EQ, 01-Feb-2026, 67.60, 67.00, 67.00, 64.22, 64.22, 64.29, 65.14, 72904, 47.49, 627, 30472, 41.80
AARON, EQ, 01-Feb-2026, 152.77, 150.60, 159.00, 150.60, 155.50, 154.93, 156.02, 10307, 16.08, 478, 4735, 45.94
AARTECH, EQ, 01-Feb-2026, 45.01, 44.25, 47.99, 44.25, 45.79, 45.47, 46.08, 27988, 12.90, 664, 8573, 30.63
AARTIDRUGS, EQ, 01-Feb-2026, 381.05, 375.40, 394.00, 375.40, 380.10, 381.15, 385.22, 79758, 307.25, 3563, 27520, 34.50
AARTIIND, EQ, 01-Feb-2026, 371.95, 371.95, 374.55, 367.00, 367.00, 370.70, 370.81, 405994, 1505.47, 15606, 183425, 45.18
AARTIPHARM, EQ, 01-Feb-2026, 753.20, 753.30, 769.50, 724.25, 736.65, 736.80, 748.74, 101314, 758.57, 9075, 37173, 36.69
AARTISURF, EQ, 01-Feb-2026, 412.50, 422.00, 422.00, 395.00, 403.15, 409.60, 410.00, 9203, 37.73, 614, 5080, 55.20
AARTISURF, P1, 01-Feb-2026, 241.90, 241.50, 241.90, 241.50, 241.90, 241.90, 241.60, 100, 0.24, 4, 100, 100.00
AARVI, EQ, 01-Feb-2026, 128.48, 129.99, 137.97, 125.95, 129.65, 132.63, 132.69, 37900, 50.29, 1712, 16089, 42.45
AATMAJ, SM, 01-Feb-2026, 20.60, 20.60, 21.95, 20.60, 21.95, 21.95, 21.28, 4000, 0.85, 2, 4000, 100.00
AAVAS, EQ, 01-Feb-2026, 1461.30, 1457.10, 1475.90, 1436.60, 1454.90, 1447.00, 1458.64, 42601, 621.39, 4862, 14699, 34.50
ABAN, BE, 01-Feb-2026, 21.32, 20.78, 21.98, 20.78, 21.98, 21.54, 21.37, 60231, 12.87, 346, -, -
ABB, EQ, 01-Feb-2026, 5578.50, 5531.00, 5620.00, 5255.50, 5425.00, 5437.00, 5469.06, 287431, 15719.77, 37862, 40068, 13.94
ABBOTINDIA, EQ, 01-Feb-2026, 27565.00, 27690.00, 27690.00, 27060.00, 27195.00, 27245.00, 27341.17, 1799, 491.87, 1226, 784, 43.58
ABCAPITAL, EQ, 01-Feb-2026, 339.80, 340.60, 342.85, 326.00, 328.00, 329.20, 332.19, 4045667, 13439.27, 37692, 1630706, 40.31
ABCOTS, EQ, 01-Feb-2026, 421.95, 450.00, 450.00, 416.05, 427.50, 427.15, 425.03, 2838, 12.06, 236, 967, 34.07
ABDL, EQ, 01-Feb-2026, 486.15, 486.90, 504.75, 475.00, 490.00, 491.30, 489.36, 347623, 1701.12, 16317, 148529, 42.73
ABFRL, EQ, 01-Feb-2026, 66.41, 67.00, 67.49, 64.00, 64.15, 64.78, 65.89, 2167026, 1427.91, 14388, 658005, 30.36
ABGSEC, EQ, 01-Feb-2026, 111.01, 111.27, 112.20, 111.27, 111.97, 111.43, 111.96, 1481, 1.66, 14, 1132, 76.43
ABHAPOWER, SM, 01-Feb-2026, 33.50, 33.00, 33.00, 33.00, 33.00, 33.00, 33.00, 1600, 0.53, 1, 1600, 100.00
ABINFRA, EQ, 01-Feb-2026, 19.44, 19.80, 20.00, 18.47, 18.47, 18.50, 18.86, 918468, 173.27, 1525, 518074, 56.41
ABLBL, EQ, 01-Feb-2026, 105.03, 105.40, 106.15, 102.27, 102.65, 102.97, 104.01, 389531, 405.17, 6060, 167639, 43.04
ABMINTLLTD, EQ, 01-Feb-2026, 35.17, 37.90, 37.90, 35.20, 35.20, 35.20, 37.24, 968, 0.36, 46, 767, 79.24
ABREL, EQ, 01-Feb-2026, 1266.40, 1279.70, 1289.10, 1222.20, 1235.00, 1233.90, 1263.77, 148796, 1880.44, 9373, 86784, 58.32
ABSLAMC, EQ, 01-Feb-2026, 759.45, 751.00, 769.65, 742.15, 752.00, 759.70, 755.95, 118170, 893.30, 7623, 42267, 35.77
ABSLBANETF, EQ, 01-Feb-2026, 60.85, 59.32, 61.39, 59.13, 59.73, 59.81, 59.93, 126328, 75.71, 514, 42951, 34.00
ABSLLIQUID, EQ, 01-Feb-2026, 999.99, 1000.00, 1000.01, 999.99, 1000.01, 1000.00, 1000.00, 1152, 11.52, 19, 816, 70.83
ABSLNN50ET, EQ, 01-Feb-2026, 70.89, 70.69, 71.30, 68.53, 69.98, 68.95, 69.49, 97904, 68.03, 386, 37017, 37.81
ABSLPSE, EQ, 01-Feb-2026, 10.44, 10.43, 10.80, 10.00, 10.20, 10.20, 10.27, 786354, 80.72, 1253, 483778, 61.52
ABSMARINE, SM, 01-Feb-2026, 180.20, 178.20, 181.00, 172.05, 173.35, 176.65, 177.46, 24000, 42.59, 40, 17500, 72.92
ACC, EQ, 01-Feb-2026, 1636.90, 1654.00, 1670.00, 1614.20, 1623.00, 1620.80, 1641.82, 126502, 2076.94, 11363, 60349, 47.71
ACCELYA, EQ, 01-Feb-2026, 1289.30, 1302.10, 1328.00, 1299.00, 1320.10, 1321.60, 1315.91, 19886, 261.68, 1608, 11872, 59.70
ACCENTMIC, SM, 01-Feb-2026, 322.35, 327.80, 338.00, 315.00, 333.95, 332.45, 330.22, 27500, 90.81, 50, 19000, 69.09
ACCPL, ST, 01-Feb-2026, 67.40, 66.05, 70.00, 66.05, 70.00, 69.75, 69.09, 6000, 4.15, 5, 6000, 100.00
ACCURACY, EQ, 01-Feb-2026, 4.96, 5.17, 5.25, 4.99, 5.11, 5.06, 5.11, 129684, 6.63, 963, 86546, 66.74
ACE, EQ, 01-Feb-2026, 849.50, 855.00, 909.95, 836.10, 887.00, 887.30, 886.29, 819928, 7266.91, 47670, 155010, 18.91
ACEINTEG, EQ, 01-Feb-2026, 19.13, 19.04, 19.49, 19.03, 19.39, 19.39, 19.09, 1456, 0.28, 15, 1229, 84.41
ACI, EQ, 01-Feb-2026, 566.05, 566.05, 592.00, 555.30, 573.00, 587.95, 578.94, 159163, 921.46, 8399, 70146, 44.07
ACL, EQ, 01-Feb-2026, 57.18, 55.61, 58.85, 55.61, 58.50, 57.89, 57.92, 15500, 8.98, 532, 8365, 53.97
ACMESOLAR, EQ, 01-Feb-2026, 225.78, 227.90, 231.82, 217.25, 217.95, 221.64, 226.47, 327071, 740.71, 9877, 102957, 31.48
ACUTAAS, EQ, 01-Feb-2026, 1912.50, 1910.50, 1920.50, 1791.00, 1825.00, 1825.30, 1860.30, 213797, 3977.27, 18215, 97698, 45.70
ADANIENSOL, EQ, 01-Feb-2026, 894.80, 885.60, 906.50, 842.00, 848.95, 845.75, 870.69, 908084, 7906.59, 22723, 251353, 27.68
ADANIENT, EQ, 01-Feb-2026, 2020.40, 2021.00, 2039.80, 1931.00, 1937.80, 1942.80, 1981.17, 1802165, 35703.98, 61214, 464753, 25.79
ADANIGREEN, EQ, 01-Feb-2026, 852.30, 854.50, 861.45, 796.65, 807.50, 806.80, 830.93, 3622961, 30104.31, 78941, 794232, 21.92
ADANIPORTS, EQ, 01-Feb-2026, 1419.80, 1419.80, 1453.90, 1325.00, 1347.90, 1344.90, 1390.21, 1975061, 27457.45, 68751, 644902, 32.65
ADANIPOWER, EQ, 01-Feb-2026, 135.38, 136.50, 139.86, 131.95, 133.48, 132.85, 134.69, 10156494, 13680.26, 99024, 4093670, 40.31
ADDICTIVE, SM, 01-Feb-2026, 100.75, 105.00, 107.95, 105.00, 105.00, 105.00, 105.05, 31000, 32.57, 32, 30000, 96.77
ADFFOODS, EQ, 01-Feb-2026, 175.91, 175.91, 177.44, 170.00, 174.99, 172.44, 172.81, 48794, 84.32, 1698, 20877, 42.79
ADL, EQ, 01-Feb-2026, 74.00, 73.00, 76.50, 68.26, 74.99, 74.85, 71.37, 477, 0.34, 73, 242, 50.73
ADOR, EQ, 01-Feb-2026, 1043.90, 1038.70, 1075.00, 1020.00, 1059.00, 1058.20, 1057.81, 16145, 170.78, 2894, 11364, 70.39
ADROITINFO, EQ, 01-Feb-2026, 9.25, 9.99, 9.99, 9.01, 9.39, 9.46, 9.18, 119442, 10.97, 360, 113581, 95.09
ADSL, EQ, 01-Feb-2026, 124.86, 125.60, 148.68, 123.20, 142.00, 142.17, 141.26, 2596483, 3667.87, 32386, 291654, 11.23
ADVAIT, EQ, 01-Feb-2026, 1504.30, 1544.90, 1559.80, 1430.10, 1437.00, 1446.90, 1513.62, 35603, 538.89, 7407, 9638, 27.07
ADVANCE, EQ, 01-Feb-2026, 133.19, 134.47, 134.47, 126.23, 128.42, 128.75, 129.64, 197414, 255.92, 2558, 87984, 44.57
ADVANIHOTR, EQ, 01-Feb-2026, 56.66, 56.01, 57.57, 55.51, 55.55, 55.63, 56.38, 71005, 40.03, 1231, 51007, 71.84
ADVENTHTL, EQ, 01-Feb-2026, 199.71, 197.00, 214.52, 197.00, 202.20, 204.26, 206.82, 227615, 470.75, 6065, 105557, 46.38
ADVENZYMES, EQ, 01-Feb-2026, 296.80, 289.00, 290.00, 271.00, 271.80, 272.00, 279.42, 242226, 676.84, 4971, 148338, 61.24
AEGISLOG, EQ, 01-Feb-2026, 730.50, 723.00, 723.00, 690.60, 695.00, 698.80, 705.23, 159084, 1121.90, 8398, 63955, 40.20
AEGISVOPAK, EQ, 01-Feb-2026, 226.81, 233.98, 239.00, 220.50, 229.40, 234.63, 232.70, 738771, 1719.10, 13631, 178075, 24.10
AEQUS, EQ, 01-Feb-2026, 135.38, 136.99, 139.00, 133.98, 134.20, 134.43, 136.90, 464241, 635.55, 7363, 187409, 40.37
AEROENTER, EQ, 01-Feb-2026, 79.81, 79.82, 80.34, 77.25, 77.50, 77.46, 78.58, 172187, 135.31, 989, 46725, 27.14
AEROFLEX, EQ, 01-Feb-2026, 178.18, 179.95, 183.58, 175.07, 175.80, 176.16, 177.88, 661798, 1177.24, 9015, 155764, 23.54
AERON, SM, 01-Feb-2026, 96.00, 97.90, 99.15, 97.15, 98.95, 98.95, 98.29, 10000, 9.83, 10, 7000, 70.00
AERONEU, EQ, 01-Feb-2026, 68.81, 68.99, 70.00, 67.20, 68.57, 67.61, 68.51, 11036, 7.56, 149, 401, 3.63
AESTHETIK, SM, 01-Feb-2026, 90.40, 95.00, 99.40, 90.50, 90.50, 90.55, 97.15, 29000, 28.17, 23, 22000, 75.86
AETHER, EQ, 01-Feb-2026, 1002.00, 1006.90, 1020.00, 973.00, 1007.10, 1005.50, 999.88, 138696, 1386.80, 12674, 49638, 35.79
AFCONS, EQ, 01-Feb-2026, 331.60, 331.80, 346.80, 331.00, 333.15, 333.20, 340.80, 425227, 1449.18, 15079, 186830, 43.94
AFFLE, EQ, 01-Feb-2026, 1547.20, 1577.20, 1683.90, 1534.10, 1585.10, 1595.40, 1622.10, 769991, 12490.01, 71701, 96269, 12.50
AFFORDABLE, EQ, 01-Feb-2026, 169.08, 169.88, 178.24, 168.07, 171.00, 171.81, 174.38, 22527, 39.28, 852, 14609, 64.85
AFIL, EQ, 01-Feb-2026, 4.90, 5.00, 5.24, 4.85, 4.89, 4.90, 5.01, 1256267, 63.00, 2775, 815853, 64.94
AFSL, EQ, 01-Feb-2026, 201.00, 201.00, 202.51, 201.00, 201.00, 201.00, 201.15, 17330, 34.86, 347, 10745, 62.00
AGARIND, EQ, 01-Feb-2026, 729.75, 729.75, 747.00, 710.20, 723.05, 719.90, 730.93, 22136, 161.80, 1350, 10005, 45.20
AGARWALEYE, EQ, 01-Feb-2026, 432.75, 431.65, 463.95, 428.00, 440.00, 443.05, 450.53, 386263, 1740.23, 18164, 31173, 8.07
AGARWALFT, SM, 01-Feb-2026, 31.50, 31.00, 31.00, 31.00, 31.00, 31.00, 31.00, 7500, 2.33, 2, 7500, 100.00
AGARWALTUF, SM, 01-Feb-2026, 95.50, 96.00, 97.45, 92.70, 95.60, 95.60, 94.99, 10800, 10.26, 9, 9600, 88.89
AGI, EQ, 01-Feb-2026, 624.95, 624.95, 637.10, 590.00, 606.90, 607.40, 612.75, 103787, 635.95, 4749, 65460, 63.07
AGIIL, EQ, 01-Feb-2026, 256.40, 258.00, 266.00, 247.00, 248.60, 249.10, 257.86, 1385580, 3572.91, 11121, 458998, 33.13
AGRITECH, BE, 01-Feb-2026, 145.08, 140.00, 152.00, 140.00, 148.10, 145.20, 149.39, 3644, 5.44, 93, -, -
AGROPHOS, EQ, 01-Feb-2026, 36.58, 37.63, 38.15, 36.20, 37.35, 37.06, 37.40, 19324, 7.23, 557, 10538, 54.53
AGSTRA, BZ, 01-Feb-2026, 3.96, 4.00, 4.15, 3.87, 4.15, 4.12, 4.11, 170342, 7.01, 464, -, -
AGUL, SM, 01-Feb-2026, 73.10, 75.75, 75.75, 75.75, 75.75, 75.75, 75.75, 2000, 1.52, 1, 2000, 100.00
AHCL, EQ, 01-Feb-2026, 122.40, 122.40, 123.57, 120.00, 120.01, 121.12, 122.05, 54182, 66.13, 751, 29529, 54.50
AHLADA, EQ, 01-Feb-2026, 50.58, 50.59, 51.88, 49.10, 49.25, 49.38, 49.85, 8338, 4.16, 236, 5034, 60.37
AHLEAST, EQ, 01-Feb-2026, 134.85, 132.07, 138.00, 132.07, 135.00, 136.74, 136.37, 3231, 4.41, 40, 2772, 85.79
AHLUCONT, EQ, 01-Feb-2026, 863.95, 851.40, 879.80, 829.70, 830.00, 835.20, 853.65, 23132, 197.47, 2953, 10564, 45.67
AIAENG, EQ, 01-Feb-2026, 3989.00, 3901.10, 4029.50, 3802.40, 3989.00, 3996.40, 3907.06, 18798, 734.45, 4081, 6535, 34.76
AIIL, EQ, 01-Feb-2026, 505.20, 500.00, 511.00, 490.00, 494.00, 493.70, 500.51, 129897, 650.14, 7025, 46390, 35.71
AILIMITED, SM, 01-Feb-2026, 26.20, 26.20, 26.20, 24.90, 24.90, 24.90, 25.55, 3000, 0.77, 2, 3000, 100.00
AIMTRON, ST, 01-Feb-2026, 756.45, 771.50, 794.25, 763.00, 794.25, 794.25, 786.96, 37600, 295.90, 163, 32600, 86.70
AIRAN, EQ, 01-Feb-2026, 14.87, 12.66, 15.31, 12.66, 14.97, 14.96, 14.13, 153049, 21.63, 668, 80591, 52.66
AIROLAM, EQ, 01-Feb-2026, 92.87, 91.75, 98.30, 91.75, 92.16, 94.26, 94.05, 451, 0.42, 48, 271, 60.09
AIRTELPP, E1, 01-Feb-2026, 1564.10, 1556.30, 1574.95, 1496.00, 1568.70, 1541.75, 1536.30, 49934, 767.14, 596, 36475, 73.05
AJANTPHARM, EQ, 01-Feb-2026, 2781.90, 2813.00, 2827.00, 2745.30, 2819.00, 2807.00, 2794.85, 47489, 1327.24, 10376, 21548, 45.37
AJAXENGG, EQ, 01-Feb-2026, 518.70, 518.70, 539.40, 515.00, 523.00, 526.60, 524.49, 28642, 150.22, 2175, 13713, 47.88
AJMERA, EQ, 01-Feb-2026, 151.40, 151.40, 151.40, 134.31, 140.00, 137.50, 141.46, 240146, 339.70, 5024, 115194, 47.97
AJOONI, EQ, 01-Feb-2026, 3.89, 3.98, 4.66, 3.98, 4.50, 4.54, 4.47, 2561836, 114.59, 2742, 1298344, 50.68
AKANKSHA, SM, 01-Feb-2026, 72.40, 72.40, 72.40, 72.40, 72.40, 72.40, 72.40, 3000, 2.17, 3, 3000, 100.00
AKASH, EQ, 01-Feb-2026, 24.60, 26.90, 26.90, 24.10, 24.14, 24.12, 24.70, 6809, 1.68, 103, 4234, 62.18
AKG, EQ, 01-Feb-2026, 13.68, 13.74, 15.34, 13.42, 13.95, 13.92, 14.19, 243736, 34.60, 514, 149780, 61.45
AKI, EQ, 01-Feb-2026, 6.05, 6.60, 6.60, 5.80, 6.19, 6.21, 6.25, 67113, 4.20, 269, 42445, 63.24
AKIKO, ST, 01-Feb-2026, 208.50, 218.00, 218.90, 211.00, 211.00, 211.00, 217.01, 14400, 31.25, 16, 12000, 83.33
AKSHAR, EQ, 01-Feb-2026, 0.48, 0.49, 0.50, 0.48, 0.49, 0.48, 0.48, 1131615, 5.48, 573, 797172, 70.45
AKSHARCHEM, EQ, 01-Feb-2026, 221.62, 220.52, 230.90, 218.20, 220.00, 225.45, 224.43, 4697, 10.54, 330, 1886, 40.15
AKSHOPTFBR, EQ, 01-Feb-2026, 5.36, 5.36, 5.99, 5.24, 5.30, 5.31, 5.46, 293185, 16.01, 886, 155732, 53.12
AKUMS, EQ, 01-Feb-2026, 439.55, 440.45, 456.00, 433.00, 445.00, 445.15, 444.73, 128625, 572.03, 4896, 55460, 43.12
AKZOINDIA, EQ, 01-Feb-2026, 2800.00, 2800.00, 2812.40, 2658.70, 2720.50, 2724.70, 2723.10, 26526, 722.33, 4933, 13149, 49.57
ALANKIT, EQ, 01-Feb-2026, 9.32, 9.32, 9.89, 9.14, 9.40, 9.45, 9.50, 198817, 18.88, 1171, 137295, 69.06
ALBERTDAVD, EQ, 01-Feb-2026, 687.40, 695.35, 713.45, 680.20, 680.20, 690.95, 701.22, 889, 6.23, 214, 454, 51.07
